ministro,ano,mes,dia,distribuido,redistribuido,total
"MIN. GILMAR MENDES",2015,12,4,"12","0","12"
"MIN. CÁRMEN LÚCIA",2015,12,4,"1","0","1"
"MIN. DIAS TOFFOLI",2015,12,4,"7","0","7"
"MIN. LUIZ FUX",2015,12,4,"9","0","9"
"MIN. ROSA WEBER",2015,12,4,"10","0","10"
"MIN. TEORI ZAVASCKI",2015,12,4,"10","0","10"
"MIN. ROBERTO BARROSO",2015,12,4,"8","1","9"
"MIN. EDSON FACHIN",2015,12,4,"19","0","19"
"TOTAL",2015,12,4,"93","2","95"
"MIN. CELSO DE MELLO",2014,12,12,"28","2","30"
"MIN. MARCO AURÉLIO",2014,12,12,"27","0","27"
"MIN. GILMAR MENDES",2014,12,12,"26","0","26"
"MIN. CÁRMEN LÚCIA",2014,12,12,"1","0","1"
"MIN. DIAS TOFFOLI",2014,12,12,"32","0","32"
"MIN. LUIZ FUX",2014,12,12,"23","0","23"
"MIN. ROSA WEBER",2014,12,12,"41","0","41"
"MIN. TEORI ZAVASCKI",2014,12,12,"25","1","26"
"MIN. ROBERTO BARROSO",2014,12,12,"30","0","30"
"TOTAL",2014,12,12,"233","3","236"
"MIN. CELSO DE MELLO",2014,3,27,"21","0","21"
"MIN. MARCO AURÉLIO",2014,3,27,"23","0","23"
"MIN. GILMAR MENDES",2014,3,27,"11","0","11"
"MIN. RICARDO LEWANDOWSKI",2014,3,27,"17","1","18"
"MIN. CÁRMEN LÚCIA",2014,3,27,"19","1","20"
"MIN. DIAS TOFFOLI",2014,3,27,"18","0","18"
"MIN. LUIZ FUX",2014,3,27,"13","0","13"
"MIN. ROSA WEBER",2014,3,27,"21","0","21"
"MIN. TEORI ZAVASCKI",2014,3,27,"27","0","27"
"MIN. ROBERTO BARROSO",2014,3,27,"32","0","32"
"TOTAL",2014,3,27,"202","2","204"
"MIN. CELSO DE MELLO",2013,12,4,"26","0","26"
"MIN. MARCO AURÉLIO",2013,12,4,"12","0","12"
"MIN. GILMAR MENDES",2013,12,4,"18","0","18"
"MIN. RICARDO LEWANDOWSKI",2013,12,4,"20","0","20"
"MIN. CÁRMEN LÚCIA",2013,12,4,"23","1","24"
"MIN. DIAS TOFFOLI",2013,12,4,"30","0","30"
"MIN. LUIZ FUX",2013,12,4,"21","0","21"
"MIN. ROSA WEBER",2013,12,4,"14","0","14"
"MIN. TEORI ZAVASCKI",2013,12,4,"28","0","28"
"MIN. ROBERTO BARROSO",2013,12,4,"30","1","31"
"TOTAL",2013,12,4,"222","2","224"
"MIN. CELSO DE MELLO",2013,12,5,"0","0","0"
"MIN. MARCO AURÉLIO",2013,12,5,"0","0","0"
"MIN. GILMAR MENDES",2013,12,5,"0","0","0"
"MIN. JOAQUIM BARBOSA",2013,12,5,"4","0","4"
"MIN. RICARDO LEWANDOWSKI",2013,12,5,"0","0","0"
"MIN. CÁRMEN LÚCIA",2013,12,5,"0","0","0"
"MIN. DIAS TOFFOLI",2013,12,5,"0","0","0"
"MIN. LUIZ FUX",2013,12,5,"0","0","0"
"MIN. ROSA WEBER",2013,12,5,"0","0","0"
"MIN. TEORI ZAVASCKI",2013,12,5,"0","0","0"
"MIN. ROBERTO BARROSO",2013,12,5,"0","0","0"
"TOTAL",2013,12,5,"4","0","4"
"MIN. CELSO DE MELLO",2015,9,4,"24","0","24"
"MIN. MARCO AURÉLIO",2015,9,4,"40","1","41"
"MIN. GILMAR MENDES",2015,9,4,"34","0","34"
"MIN. CÁRMEN LÚCIA",2015,9,4,"30","0","30"
"MIN. DIAS TOFFOLI",2015,9,4,"18","1","19"
"MIN. LUIZ FUX",2015,9,4,"33","0","33"
"MIN. ROSA WEBER",2015,9,4,"18","0","18"
"MIN. TEORI ZAVASCKI",2015,9,4,"35","0","35"
"MIN. ROBERTO BARROSO",2015,9,4,"26","1","27"
"MIN. EDSON FACHIN",2015,9,4,"44","0","44"
"TOTAL",2015,9,4,"302","3","305"
"MIN. CELSO DE MELLO",2015,6,12,"22","0","22"
"MIN. MARCO AURÉLIO",2015,6,12,"32","0","32"
"MIN. GILMAR MENDES",2015,6,12,"33","0","33"
"MIN. CÁRMEN LÚCIA",2015,6,12,"20","0","20"
"MIN. DIAS TOFFOLI",2015,6,12,"32","0","32"
"MIN. LUIZ FUX",2015,6,12,"30","0","30"
"MIN. ROSA WEBER",2015,6,12,"24","2","26"
"MIN. TEORI ZAVASCKI",2015,6,12,"40","0","40"
"MIN. ROBERTO BARROSO",2015,6,12,"29","0","29"
"TOTAL",2015,6,12,"262","2","264"
"MIN. CELSO DE MELLO",2014,3,28,"18","0","18"
"MIN. MARCO AURÉLIO",2014,3,28,"27","0","27"
"MIN. GILMAR MENDES",2014,3,28,"23","1","24"
"MIN. RICARDO LEWANDOWSKI",2014,3,28,"27","0","27"
"MIN. CÁRMEN LÚCIA",2014,3,28,"16","0","16"
"MIN. DIAS TOFFOLI",2014,3,28,"15","0","15"
"MIN. LUIZ FUX",2014,3,28,"20","0","20"
"MIN. ROSA WEBER",2014,3,28,"24","0","24"
"MIN. TEORI ZAVASCKI",2014,3,28,"19","0","19"
"MIN. ROBERTO BARROSO",2014,3,28,"34","0","34"
"TOTAL",2014,3,28,"223","1","224"
"MIN. CELSO DE MELLO",2015,12,7,"26","0","26"
"MIN. MARCO AURÉLIO",2015,12,7,"41","0","41"
"MIN. GILMAR MENDES",2015,12,7,"22","0","22"
"MIN. CÁRMEN LÚCIA",2015,12,7,"28","0","28"
"MIN. DIAS TOFFOLI",2015,12,7,"25","0","25"
"MIN. LUIZ FUX",2015,12,7,"33","0","33"
"MIN. ROSA WEBER",2015,12,7,"22","0","22"
"MIN. TEORI ZAVASCKI",2015,12,7,"26","0","26"
"MIN. ROBERTO BARROSO",2015,12,7,"27","0","27"
"MIN. EDSON FACHIN",2015,12,7,"57","0","57"
"TOTAL",2015,12,7,"307","0","307"
"MIN. CELSO DE MELLO",2014,12,15,"23","1","24"
"MIN. MARCO AURÉLIO",2014,12,15,"32","1","33"
"MIN. GILMAR MENDES",2014,12,15,"35","1","36"
"MIN. CÁRMEN LÚCIA",2014,12,15,"26","0","26"
"MIN. DIAS TOFFOLI",2014,12,15,"34","0","34"
"MIN. LUIZ FUX",2014,12,15,"38","0","38"
"MIN. ROSA WEBER",2014,12,15,"26","0","26"
"MIN. TEORI ZAVASCKI",2014,12,15,"22","0","22"
"MIN. ROBERTO BARROSO",2014,12,15,"37","0","37"
"TOTAL",2014,12,15,"273","3","276"
"MIN. CELSO DE MELLO",2015,3,9,"26","0","26"
"MIN. MARCO AURÉLIO",2015,3,9,"40","0","40"
"MIN. GILMAR MENDES",2015,3,9,"29","1","30"
"MIN. CÁRMEN LÚCIA",2015,3,9,"30","0","30"
"MIN. DIAS TOFFOLI",2015,3,9,"26","0","26"
"MIN. LUIZ FUX",2015,3,9,"38","0","38"
"MIN. ROSA WEBER",2015,3,9,"28","0","28"
"MIN. TEORI ZAVASCKI",2015,3,9,"67","0","67"
"MIN. ROBERTO BARROSO",2015,3,9,"30","1","31"
"TOTAL",2015,3,9,"314","2","316"
"MIN. CELSO DE MELLO",2014,9,22,"38","0","38"
"MIN. MARCO AURÉLIO",2014,9,22,"35","0","35"
"MIN. GILMAR MENDES",2014,9,22,"25","0","25"
"MIN. CÁRMEN LÚCIA",2014,9,22,"37","0","37"
"MIN. DIAS TOFFOLI",2014,9,22,"24","0","24"
"MIN. LUIZ FUX",2014,9,22,"25","0","25"
"MIN. ROSA WEBER",2014,9,22,"31","0","31"
"MIN. TEORI ZAVASCKI",2014,9,22,"35","0","35"
"MIN. ROBERTO BARROSO",2014,9,22,"36","0","36"
"TOTAL",2014,9,22,"286","0","286"
"MIN. CELSO DE MELLO",2014,6,18,"15","0","15"
"MIN. MARCO AURÉLIO",2014,6,18,"14","0","14"
"MIN. GILMAR MENDES",2014,6,18,"18","0","18"
"MIN. RICARDO LEWANDOWSKI",2014,6,18,"20","0","20"
"MIN. CÁRMEN LÚCIA",2014,6,18,"16","0","16"
"MIN. DIAS TOFFOLI",2014,6,18,"20","0","20"
"MIN. LUIZ FUX",2014,6,18,"19","0","19"
"MIN. ROSA WEBER",2014,6,18,"12","0","12"
"MIN. TEORI ZAVASCKI",2014,6,18,"22","0","22"
"MIN. ROBERTO BARROSO",2014,6,18,"15","3","18"
"TOTAL",2014,6,18,"171","3","174"
"MIN. CELSO DE MELLO",2013,12,6,"11","0","11"
"MIN. MARCO AURÉLIO",2013,12,6,"11","1","12"
"MIN. GILMAR MENDES",2013,12,6,"11","2","13"
"MIN. RICARDO LEWANDOWSKI",2013,12,6,"13","0","13"
"MIN. CÁRMEN LÚCIA",2013,12,6,"17","0","17"
"MIN. DIAS TOFFOLI",2013,12,6,"14","1","15"
"MIN. LUIZ FUX",2013,12,6,"12","1","13"
"MIN. ROSA WEBER",2013,12,6,"13","1","14"
"MIN. TEORI ZAVASCKI",2013,12,6,"10","0","10"
"MIN. ROBERTO BARROSO",2013,12,6,"16","0","16"
"TOTAL",2013,12,6,"128","6","134"
"MIN. CELSO DE MELLO",2015,6,15,"17","0","17"
"MIN. MARCO AURÉLIO",2015,6,15,"21","0","21"
"MIN. GILMAR MENDES",2015,6,15,"27","0","27"
"MIN. CÁRMEN LÚCIA",2015,6,15,"21","1","22"
"MIN. DIAS TOFFOLI",2015,6,15,"24","0","24"
"MIN. LUIZ FUX",2015,6,15,"24","1","25"
"MIN. ROSA WEBER",2015,6,15,"27","0","27"
"MIN. TEORI ZAVASCKI",2015,6,15,"18","0","18"
"MIN. ROBERTO BARROSO",2015,6,15,"36","1","37"
"TOTAL",2015,6,15,"215","3","218"
"MIN. CELSO DE MELLO",2013,10,14,"29","1","30"
"MIN. MARCO AURÉLIO",2013,10,14,"22","1","23"
"MIN. GILMAR MENDES",2013,10,14,"23","1","24"
"MIN. RICARDO LEWANDOWSKI",2013,10,14,"20","1","21"
"MIN. CÁRMEN LÚCIA",2013,10,14,"23","2","25"
"MIN. DIAS TOFFOLI",2013,10,14,"22","0","22"
"MIN. LUIZ FUX",2013,10,14,"18","0","18"
"MIN. ROSA WEBER",2013,10,14,"26","0","26"
"MIN. TEORI ZAVASCKI",2013,10,14,"31","0","31"
"MIN. ROBERTO BARROSO",2013,10,14,"28","0","28"
"TOTAL",2013,10,14,"242","6","248"
"MIN. CELSO DE MELLO",2014,3,31,"16","0","16"
"MIN. MARCO AURÉLIO",2014,3,31,"15","1","16"
"MIN. GILMAR MENDES",2014,3,31,"20","0","20"
"MIN. RICARDO LEWANDOWSKI",2014,3,31,"17","0","17"
"MIN. CÁRMEN LÚCIA",2014,3,31,"12","0","12"
"MIN. DIAS TOFFOLI",2014,3,31,"22","0","22"
"MIN. LUIZ FUX",2014,3,31,"18","0","18"
"MIN. ROSA WEBER",2014,3,31,"17","0","17"
"MIN. TEORI ZAVASCKI",2014,3,31,"23","0","23"
"MIN. ROBERTO BARROSO",2014,3,31,"29","0","29"
"TOTAL",2014,3,31,"189","1","190"
"MIN. CELSO DE MELLO",2015,12,8,"0","0","0"
"MIN. MARCO AURÉLIO",2015,12,8,"0","0","0"
"MIN. GILMAR MENDES",2015,12,8,"0","0","0"
"MIN. CÁRMEN LÚCIA",2015,12,8,"1","0","1"
"MIN. DIAS TOFFOLI",2015,12,8,"0","0","0"
"MIN. LUIZ FUX",2015,12,8,"0","0","0"
"MIN. ROSA WEBER",2015,12,8,"0","0","0"
"MIN. TEORI ZAVASCKI",2015,12,8,"0","0","0"
"MIN. ROBERTO BARROSO",2015,12,8,"1","0","1"
"MIN. EDSON FACHIN",2015,12,8,"0","0","0"
"TOTAL",2015,12,8,"2","0","2"
"MIN. CELSO DE MELLO",2015,12,9,"27","0","27"
"MIN. MARCO AURÉLIO",2015,12,9,"40","0","40"
"MIN. GILMAR MENDES",2015,12,9,"28","0","28"
"MIN. CÁRMEN LÚCIA",2015,12,9,"17","0","17"
"MIN. DIAS TOFFOLI",2015,12,9,"15","0","15"
"MIN. LUIZ FUX",2015,12,9,"26","0","26"
"MIN. ROSA WEBER",2015,12,9,"24","0","24"
"MIN. TEORI ZAVASCKI",2015,12,9,"20","0","20"
"MIN. ROBERTO BARROSO",2015,12,9,"25","0","25"
"MIN. EDSON FACHIN",2015,12,9,"37","0","37"
"TOTAL",2015,12,9,"259","0","259"
"MIN. CELSO DE MELLO",2015,9,8,"30","0","30"
"MIN. MARCO AURÉLIO",2015,9,8,"35","0","35"
"MIN. GILMAR MENDES",2015,9,8,"31","0","31"
"MIN. CÁRMEN LÚCIA",2015,9,8,"23","0","23"
"MIN. DIAS TOFFOLI",2015,9,8,"18","0","18"
"MIN. LUIZ FUX",2015,9,8,"34","0","34"
"MIN. ROSA WEBER",2015,9,8,"30","1","31"
"MIN. TEORI ZAVASCKI",2015,9,8,"36","0","36"
"MIN. ROBERTO BARROSO",2015,9,8,"26","0","26"
"MIN. EDSON FACHIN",2015,9,8,"39","0","39"
"TOTAL",2015,9,8,"302","1","303"
"MIN. CELSO DE MELLO",2015,3,10,"33","1","34"
"MIN. MARCO AURÉLIO",2015,3,10,"32","0","32"
"MIN. GILMAR MENDES",2015,3,10,"41","0","41"
"MIN. CÁRMEN LÚCIA",2015,3,10,"41","2","43"
"MIN. DIAS TOFFOLI",2015,3,10,"33","0","33"
"MIN. LUIZ FUX",2015,3,10,"41","0","41"
"MIN. ROSA WEBER",2015,3,10,"37","0","37"
"MIN. TEORI ZAVASCKI",2015,3,10,"38","0","38"
"MIN. ROBERTO BARROSO",2015,3,10,"47","0","47"
"TOTAL",2015,3,10,"343","3","346"
"MIN. CELSO DE MELLO",2014,9,23,"22","0","22"
"MIN. MARCO AURÉLIO",2014,9,23,"21","1","22"
"MIN. GILMAR MENDES",2014,9,23,"23","0","23"
"MIN. CÁRMEN LÚCIA",2014,9,23,"22","0","22"
"MIN. DIAS TOFFOLI",2014,9,23,"29","0","29"
"MIN. LUIZ FUX",2014,9,23,"24","0","24"
"MIN. ROSA WEBER",2014,9,23,"31","0","31"
"MIN. TEORI ZAVASCKI",2014,9,23,"33","1","34"
"MIN. ROBERTO BARROSO",2014,9,23,"43","0","43"
"TOTAL",2014,9,23,"248","2","250"
"MIN. CELSO DE MELLO",2014,9,24,"42","0","42"
"MIN. MARCO AURÉLIO",2014,9,24,"42","0","42"
"MIN. GILMAR MENDES",2014,9,24,"25","0","25"
"MIN. CÁRMEN LÚCIA",2014,9,24,"0","0","0"
"MIN. DIAS TOFFOLI",2014,9,24,"33","0","33"
"MIN. LUIZ FUX",2014,9,24,"43","0","43"
"MIN. ROSA WEBER",2014,9,24,"49","0","49"
"MIN. TEORI ZAVASCKI",2014,9,24,"55","0","55"
"MIN. ROBERTO BARROSO",2014,9,24,"48","0","48"
"TOTAL",2014,9,24,"337","0","337"
"MIN. CELSO DE MELLO",2013,10,15,"27","0","27"
"MIN. MARCO AURÉLIO",2013,10,15,"23","0","23"
"MIN. GILMAR MENDES",2013,10,15,"24","0","24"
"MIN. RICARDO LEWANDOWSKI",2013,10,15,"19","1","20"
"MIN. CÁRMEN LÚCIA",2013,10,15,"24","0","24"
"MIN. DIAS TOFFOLI",2013,10,15,"20","0","20"
"MIN. LUIZ FUX",2013,10,15,"20","0","20"
"MIN. ROSA WEBER",2013,10,15,"25","0","25"
"MIN. TEORI ZAVASCKI",2013,10,15,"24","0","24"
"MIN. ROBERTO BARROSO",2013,10,15,"31","0","31"
"TOTAL",2013,10,15,"237","1","238"
"MIN. CELSO DE MELLO",2013,10,16,"13","2","15"
"MIN. MARCO AURÉLIO",2013,10,16,"23","1","24"
"MIN. GILMAR MENDES",2013,10,16,"21","0","21"
"MIN. RICARDO LEWANDOWSKI",2013,10,16,"23","0","23"
"MIN. CÁRMEN LÚCIA",2013,10,16,"18","2","20"
"MIN. DIAS TOFFOLI",2013,10,16,"26","0","26"
"MIN. LUIZ FUX",2013,10,16,"20","0","20"
"MIN. ROSA WEBER",2013,10,16,"24","0","24"
"MIN. TEORI ZAVASCKI",2013,10,16,"22","0","22"
"MIN. ROBERTO BARROSO",2013,10,16,"19","1","20"
"TOTAL",2013,10,16,"209","6","215"
"MIN. CELSO DE MELLO",2014,4,1,"19","1","20"
"MIN. MARCO AURÉLIO",2014,4,1,"19","0","19"
"MIN. GILMAR MENDES",2014,4,1,"19","1","20"
"MIN. RICARDO LEWANDOWSKI",2014,4,1,"21","0","21"
"MIN. CÁRMEN LÚCIA",2014,4,1,"17","2","19"
"MIN. DIAS TOFFOLI",2014,4,1,"21","0","21"
"MIN. LUIZ FUX",2014,4,1,"11","0","11"
"MIN. ROSA WEBER",2014,4,1,"21","0","21"
"MIN. TEORI ZAVASCKI",2014,4,1,"19","1","20"
"MIN. ROBERTO BARROSO",2014,4,1,"35","0","35"
"TOTAL",2014,4,1,"202","5","207"
"MIN. CELSO DE MELLO",2015,12,10,"39","0","39"
"MIN. MARCO AURÉLIO",2015,12,10,"45","0","45"
"MIN. GILMAR MENDES",2015,12,10,"40","0","40"
"MIN. CÁRMEN LÚCIA",2015,12,10,"42","1","43"
"MIN. DIAS TOFFOLI",2015,12,10,"40","0","40"
"MIN. LUIZ FUX",2015,12,10,"55","0","55"
"MIN. ROSA WEBER",2015,12,10,"46","0","46"
"MIN. TEORI ZAVASCKI",2015,12,10,"34","0","34"
"MIN. ROBERTO BARROSO",2015,12,10,"40","0","40"
"MIN. EDSON FACHIN",2015,12,10,"73","1","74"
"TOTAL",2015,12,10,"454","2","456"
"MIN. CELSO DE MELLO",2014,12,16,"23","0","23"
"MIN. MARCO AURÉLIO",2014,12,16,"31","0","31"
"MIN. GILMAR MENDES",2014,12,16,"24","0","24"
"MIN. CÁRMEN LÚCIA",2014,12,16,"27","0","27"
"MIN. DIAS TOFFOLI",2014,12,16,"24","0","24"
"MIN. LUIZ FUX",2014,12,16,"31","0","31"
"MIN. ROSA WEBER",2014,12,16,"30","0","30"
"MIN. TEORI ZAVASCKI",2014,12,16,"31","0","31"
"MIN. ROBERTO BARROSO",2014,12,16,"39","1","40"
"TOTAL",2014,12,16,"260","1","261"
"MIN. CELSO DE MELLO",2014,12,17,"28","0","28"
"MIN. MARCO AURÉLIO",2014,12,17,"27","0","27"
"MIN. GILMAR MENDES",2014,12,17,"21","0","21"
"MIN. CÁRMEN LÚCIA",2014,12,17,"15","0","15"
"MIN. DIAS TOFFOLI",2014,12,17,"21","0","21"
"MIN. LUIZ FUX",2014,12,17,"17","0","17"
"MIN. ROSA WEBER",2014,12,17,"25","0","25"
"MIN. TEORI ZAVASCKI",2014,12,17,"21","0","21"
"MIN. ROBERTO BARROSO",2014,12,17,"26","0","26"
"TOTAL",2014,12,17,"201","0","201"
"MIN. CELSO DE MELLO",2014,12,18,"26","0","26"
"MIN. MARCO AURÉLIO",2014,12,18,"34","0","34"
"MIN. GILMAR MENDES",2014,12,18,"23","0","23"
"MIN. CÁRMEN LÚCIA",2014,12,18,"30","0","30"
"MIN. DIAS TOFFOLI",2014,12,18,"29","2","31"
"MIN. LUIZ FUX",2014,12,18,"24","0","24"
"MIN. ROSA WEBER",2014,12,18,"33","0","33"
"MIN. TEORI ZAVASCKI",2014,12,18,"34","0","34"
"MIN. ROBERTO BARROSO",2014,12,18,"33","0","33"
"TOTAL",2014,12,18,"266","2","268"
"MIN. CELSO DE MELLO",2014,6,20,"15","0","15"
"MIN. MARCO AURÉLIO",2014,6,20,"24","0","24"
"MIN. GILMAR MENDES",2014,6,20,"23","0","23"
"MIN. RICARDO LEWANDOWSKI",2014,6,20,"16","0","16"
"MIN. CÁRMEN LÚCIA",2014,6,20,"20","0","20"
"MIN. DIAS TOFFOLI",2014,6,20,"11","2","13"
"MIN. LUIZ FUX",2014,6,20,"11","0","11"
"MIN. ROSA WEBER",2014,6,20,"19","0","19"
"MIN. TEORI ZAVASCKI",2014,6,20,"13","0","13"
"MIN. ROBERTO BARROSO",2014,6,20,"18","0","18"
"TOTAL",2014,6,20,"170","2","172"
"MIN. CELSO DE MELLO",2015,9,9,"32","0","32"
"MIN. MARCO AURÉLIO",2015,9,9,"23","0","23"
"MIN. GILMAR MENDES",2015,9,9,"13","0","13"
"MIN. CÁRMEN LÚCIA",2015,9,9,"21","0","21"
"MIN. DIAS TOFFOLI",2015,9,9,"17","1","18"
"MIN. LUIZ FUX",2015,9,9,"22","0","22"
"MIN. ROSA WEBER",2015,9,9,"34","0","34"
"MIN. TEORI ZAVASCKI",2015,9,9,"32","0","32"
"MIN. ROBERTO BARROSO",2015,9,9,"37","0","37"
"MIN. EDSON FACHIN",2015,9,9,"37","0","37"
"TOTAL",2015,9,9,"268","1","269"
"MIN. CELSO DE MELLO",2015,9,10,"45","0","45"
"MIN. MARCO AURÉLIO",2015,9,10,"19","0","19"
"MIN. GILMAR MENDES",2015,9,10,"28","0","28"
"MIN. CÁRMEN LÚCIA",2015,9,10,"23","0","23"
"MIN. DIAS TOFFOLI",2015,9,10,"33","1","34"
"MIN. LUIZ FUX",2015,9,10,"24","0","24"
"MIN. ROSA WEBER",2015,9,10,"23","0","23"
"MIN. TEORI ZAVASCKI",2015,9,10,"26","0","26"
"MIN. ROBERTO BARROSO",2015,9,10,"15","0","15"
"MIN. EDSON FACHIN",2015,9,10,"20","0","20"
"TOTAL",2015,9,10,"256","1","257"
"MIN. CELSO DE MELLO",2015,6,16,"15","0","15"
"MIN. MARCO AURÉLIO",2015,6,16,"15","0","15"
"MIN. GILMAR MENDES",2015,6,16,"11","0","11"
"MIN. CÁRMEN LÚCIA",2015,6,16,"18","0","18"
"MIN. DIAS TOFFOLI",2015,6,16,"15","0","15"
"MIN. LUIZ FUX",2015,6,16,"16","0","16"
"MIN. ROSA WEBER",2015,6,16,"9","0","9"
"MIN. TEORI ZAVASCKI",2015,6,16,"11","0","11"
"MIN. ROBERTO BARROSO",2015,6,16,"21","0","21"
"TOTAL",2015,6,16,"131","0","131"
"MIN. CELSO DE MELLO",2015,3,11,"37","0","37"
"MIN. MARCO AURÉLIO",2015,3,11,"44","0","44"
"MIN. GILMAR MENDES",2015,3,11,"46","0","46"
"MIN. CÁRMEN LÚCIA",2015,3,11,"25","0","25"
"MIN. DIAS TOFFOLI",2015,3,11,"45","0","45"
"MIN. LUIZ FUX",2015,3,11,"42","0","42"
"MIN. ROSA WEBER",2015,3,11,"37","0","37"
"MIN. TEORI ZAVASCKI",2015,3,11,"28","0","28"
"MIN. ROBERTO BARROSO",2015,3,11,"31","0","31"
"TOTAL",2015,3,11,"335","0","335"
"MIN. CELSO DE MELLO",2015,3,12,"33","2","35"
"MIN. MARCO AURÉLIO",2015,3,12,"47","2","49"
"MIN. GILMAR MENDES",2015,3,12,"32","0","32"
"MIN. CÁRMEN LÚCIA",2015,3,12,"32","0","32"
"MIN. DIAS TOFFOLI",2015,3,12,"41","0","41"
"MIN. LUIZ FUX",2015,3,12,"32","0","32"
"MIN. ROSA WEBER",2015,3,12,"35","1","36"
"MIN. TEORI ZAVASCKI",2015,3,12,"43","1","44"
"MIN. ROBERTO BARROSO",2015,3,12,"32","1","33"
"TOTAL",2015,3,12,"327","7","334"
"MIN. CELSO DE MELLO",2014,9,25,"49","0","49"
"MIN. MARCO AURÉLIO",2014,9,25,"45","0","45"
"MIN. GILMAR MENDES",2014,9,25,"34","0","34"
"MIN. CÁRMEN LÚCIA",2014,9,25,"0","0","0"
"MIN. DIAS TOFFOLI",2014,9,25,"47","0","47"
"MIN. LUIZ FUX",2014,9,25,"33","0","33"
"MIN. ROSA WEBER",2014,9,25,"54","0","54"
"MIN. TEORI ZAVASCKI",2014,9,25,"58","0","58"
"MIN. ROBERTO BARROSO",2014,9,25,"42","0","42"
"TOTAL",2014,9,25,"362","0","362"
"MIN. CELSO DE MELLO",2014,9,26,"40","1","41"
"MIN. MARCO AURÉLIO",2014,9,26,"38","0","38"
"MIN. GILMAR MENDES",2014,9,26,"40","0","40"
"MIN. CÁRMEN LÚCIA",2014,9,26,"0","0","0"
"MIN. DIAS TOFFOLI",2014,9,26,"36","0","36"
"MIN. LUIZ FUX",2014,9,26,"38","1","39"
"MIN. ROSA WEBER",2014,9,26,"39","0","39"
"MIN. TEORI ZAVASCKI",2014,9,26,"42","0","42"
"MIN. ROBERTO BARROSO",2014,9,26,"38","0","38"
"TOTAL",2014,9,26,"311","2","313"
"MIN. CELSO DE MELLO",2013,10,17,"23","2","25"
"MIN. MARCO AURÉLIO",2013,10,17,"27","0","27"
"MIN. GILMAR MENDES",2013,10,17,"23","0","23"
"MIN. RICARDO LEWANDOWSKI",2013,10,17,"26","0","26"
"MIN. CÁRMEN LÚCIA",2013,10,17,"27","0","27"
"MIN. DIAS TOFFOLI",2013,10,17,"31","1","32"
"MIN. LUIZ FUX",2013,10,17,"13","1","14"
"MIN. ROSA WEBER",2013,10,17,"28","2","30"
"MIN. TEORI ZAVASCKI",2013,10,17,"26","1","27"
"MIN. ROBERTO BARROSO",2013,10,17,"30","1","31"
"TOTAL",2013,10,17,"254","8","262"
"MIN. CELSO DE MELLO",2013,10,18,"24","0","24"
"MIN. MARCO AURÉLIO",2013,10,18,"22","0","22"
"MIN. GILMAR MENDES",2013,10,18,"21","1","22"
"MIN. RICARDO LEWANDOWSKI",2013,10,18,"21","0","21"
"MIN. CÁRMEN LÚCIA",2013,10,18,"22","0","22"
"MIN. DIAS TOFFOLI",2013,10,18,"13","3","16"
"MIN. LUIZ FUX",2013,10,18,"20","0","20"
"MIN. ROSA WEBER",2013,10,18,"27","0","27"
"MIN. TEORI ZAVASCKI",2013,10,18,"32","0","32"
"MIN. ROBERTO BARROSO",2013,10,18,"18","0","18"
"TOTAL",2013,10,18,"220","4","224"
"MIN. CELSO DE MELLO",2014,4,2,"22","0","22"
"MIN. MARCO AURÉLIO",2014,4,2,"13","0","13"
"MIN. GILMAR MENDES",2014,4,2,"16","0","16"
"MIN. RICARDO LEWANDOWSKI",2014,4,2,"20","0","20"
"MIN. CÁRMEN LÚCIA",2014,4,2,"20","1","21"
"MIN. DIAS TOFFOLI",2014,4,2,"18","0","18"
"MIN. LUIZ FUX",2014,4,2,"16","0","16"
"MIN. ROSA WEBER",2014,4,2,"15","0","15"
"MIN. TEORI ZAVASCKI",2014,4,2,"20","0","20"
"MIN. ROBERTO BARROSO",2014,4,2,"26","0","26"
"TOTAL",2014,4,2,"187","1","188"
"MIN. CELSO DE MELLO",2014,4,3,"23","1","24"
"MIN. MARCO AURÉLIO",2014,4,3,"28","0","28"
"MIN. GILMAR MENDES",2014,4,3,"14","0","14"
"MIN. RICARDO LEWANDOWSKI",2014,4,3,"21","1","22"
"MIN. CÁRMEN LÚCIA",2014,4,3,"18","0","18"
"MIN. DIAS TOFFOLI",2014,4,3,"25","0","25"
"MIN. LUIZ FUX",2014,4,3,"25","0","25"
"MIN. ROSA WEBER",2014,4,3,"23","0","23"
"MIN. TEORI ZAVASCKI",2014,4,3,"13","1","14"
"MIN. ROBERTO BARROSO",2014,4,3,"34","0","34"
"TOTAL",2014,4,3,"224","3","227"
"MIN. CELSO DE MELLO",2015,12,11,"34","0","34"
"MIN. MARCO AURÉLIO",2015,12,11,"40","0","40"
"MIN. GILMAR MENDES",2015,12,11,"37","0","37"
"MIN. CÁRMEN LÚCIA",2015,12,11,"38","0","38"
"MIN. DIAS TOFFOLI",2015,12,11,"30","0","30"
"MIN. LUIZ FUX",2015,12,11,"37","0","37"
"MIN. ROSA WEBER",2015,12,11,"29","0","29"
"MIN. TEORI ZAVASCKI",2015,12,11,"34","1","35"
"MIN. ROBERTO BARROSO",2015,12,11,"40","0","40"
"MIN. EDSON FACHIN",2015,12,11,"51","0","51"
"TOTAL",2015,12,11,"370","1","371"
"MIN. CELSO DE MELLO",2014,12,19,"36","0","36"
