ministro,ano,mes,dia,distribuido,redistribuido,total
"MIN. MARCO AURÉLIO",2015,3,4,"27","1","28"
"MIN. GILMAR MENDES",2015,3,4,"23","0","23"
"MIN. CÁRMEN LÚCIA",2015,3,4,"17","0","17"
"MIN. DIAS TOFFOLI",2015,3,4,"33","0","33"
"MIN. LUIZ FUX",2015,3,4,"21","0","21"
"MIN. ROSA WEBER",2015,3,4,"30","0","30"
"MIN. TEORI ZAVASCKI",2015,3,4,"33","0","33"
"MIN. ROBERTO BARROSO",2015,3,4,"33","0","33"
"TOTAL",2015,3,4,"242","1","243"
"MIN. CELSO DE MELLO",2015,3,5,"37","0","37"
"MIN. MARCO AURÉLIO",2015,3,5,"26","0","26"
"MIN. GILMAR MENDES",2015,3,5,"30","0","30"
"MIN. CÁRMEN LÚCIA",2015,3,5,"27","0","27"
"MIN. DIAS TOFFOLI",2015,3,5,"35","0","35"
"MIN. LUIZ FUX",2015,3,5,"40","0","40"
"MIN. ROSA WEBER",2015,3,5,"29","0","29"
"MIN. TEORI ZAVASCKI",2015,3,5,"36","1","37"
"MIN. ROBERTO BARROSO",2015,3,5,"37","0","37"
"TOTAL",2015,3,5,"297","1","298"
"MIN. CELSO DE MELLO",2014,9,12,"39","0","39"
"MIN. MARCO AURÉLIO",2014,9,12,"45","0","45"
"MIN. GILMAR MENDES",2014,9,12,"39","0","39"
"MIN. CÁRMEN LÚCIA",2014,9,12,"36","0","36"
"MIN. DIAS TOFFOLI",2014,9,12,"30","1","31"
"MIN. LUIZ FUX",2014,9,12,"26","0","26"
"MIN. ROSA WEBER",2014,9,12,"37","0","37"
"MIN. TEORI ZAVASCKI",2014,9,12,"44","0","44"
"MIN. ROBERTO BARROSO",2014,9,12,"49","0","49"
"TOTAL",2014,9,12,"345","1","346"
"MIN. CELSO DE MELLO",2014,6,10,"20","0","20"
"MIN. MARCO AURÉLIO",2014,6,10,"16","0","16"
"MIN. GILMAR MENDES",2014,6,10,"12","0","12"
"MIN. RICARDO LEWANDOWSKI",2014,6,10,"11","0","11"
"MIN. CÁRMEN LÚCIA",2014,6,10,"15","0","15"
"MIN. DIAS TOFFOLI",2014,6,10,"20","0","20"
"MIN. LUIZ FUX",2014,6,10,"12","0","12"
"MIN. ROSA WEBER",2014,6,10,"13","0","13"
"MIN. TEORI ZAVASCKI",2014,6,10,"21","0","21"
"MIN. ROBERTO BARROSO",2014,6,10,"10","0","10"
"TOTAL",2014,6,10,"150","0","150"
"MIN. CELSO DE MELLO",2014,3,21,"21","1","22"
"MIN. MARCO AURÉLIO",2014,3,21,"19","0","19"
"MIN. GILMAR MENDES",2014,3,21,"19","0","19"
"MIN. RICARDO LEWANDOWSKI",2014,3,21,"20","1","21"
"MIN. CÁRMEN LÚCIA",2014,3,21,"16","0","16"
"MIN. DIAS TOFFOLI",2014,3,21,"23","0","23"
"MIN. LUIZ FUX",2014,3,21,"18","1","19"
"MIN. ROSA WEBER",2014,3,21,"18","1","19"
"MIN. TEORI ZAVASCKI",2014,3,21,"10","0","10"
"MIN. ROBERTO BARROSO",2014,3,21,"22","0","22"
"TOTAL",2014,3,21,"186","4","190"
"MIN. CELSO DE MELLO",2015,11,26,"24","0","24"
"MIN. MARCO AURÉLIO",2015,11,26,"31","0","31"
"MIN. GILMAR MENDES",2015,11,26,"20","0","20"
"MIN. CÁRMEN LÚCIA",2015,11,26,"16","0","16"
"MIN. DIAS TOFFOLI",2015,11,26,"21","0","21"
"MIN. LUIZ FUX",2015,11,26,"22","0","22"
"MIN. ROSA WEBER",2015,11,26,"22","0","22"
"MIN. TEORI ZAVASCKI",2015,11,26,"26","3","29"
"MIN. ROBERTO BARROSO",2015,11,26,"25","0","25"
"MIN. EDSON FACHIN",2015,11,26,"34","0","34"
"TOTAL",2015,11,26,"241","3","244"
"MIN. CELSO DE MELLO",2014,12,8,"0","0","0"
"MIN. MARCO AURÉLIO",2014,12,8,"0","0","0"
"MIN. GILMAR MENDES",2014,12,8,"0","0","0"
"MIN. CÁRMEN LÚCIA",2014,12,8,"0","0","0"
"MIN. DIAS TOFFOLI",2014,12,8,"0","0","0"
"MIN. LUIZ FUX",2014,12,8,"0","0","0"
"MIN. ROSA WEBER",2014,12,8,"0","0","0"
"MIN. TEORI ZAVASCKI",2014,12,8,"1","0","1"
"MIN. ROBERTO BARROSO",2014,12,8,"0","0","0"
"TOTAL",2014,12,8,"1","0","1"
"MIN. CELSO DE MELLO",2014,6,11,"15","0","15"
"MIN. MARCO AURÉLIO",2014,6,11,"21","0","21"
"MIN. GILMAR MENDES",2014,6,11,"11","0","11"
"MIN. RICARDO LEWANDOWSKI",2014,6,11,"14","0","14"
"MIN. CÁRMEN LÚCIA",2014,6,11,"10","1","11"
"MIN. DIAS TOFFOLI",2014,6,11,"20","0","20"
"MIN. LUIZ FUX",2014,6,11,"14","0","14"
"MIN. ROSA WEBER",2014,6,11,"13","0","13"
"MIN. TEORI ZAVASCKI",2014,6,11,"9","0","9"
"MIN. ROBERTO BARROSO",2014,6,11,"20","0","20"
"TOTAL",2014,6,11,"147","1","148"
"MIN. CELSO DE MELLO",2014,6,12,"14","0","14"
"MIN. MARCO AURÉLIO",2014,6,12,"16","0","16"
"MIN. GILMAR MENDES",2014,6,12,"12","0","12"
"MIN. RICARDO LEWANDOWSKI",2014,6,12,"15","0","15"
"MIN. CÁRMEN LÚCIA",2014,6,12,"25","0","25"
"MIN. DIAS TOFFOLI",2014,6,12,"19","0","19"
"MIN. LUIZ FUX",2014,6,12,"15","0","15"
"MIN. ROSA WEBER",2014,6,12,"17","0","17"
"MIN. TEORI ZAVASCKI",2014,6,12,"18","0","18"
"MIN. ROBERTO BARROSO",2014,6,12,"21","0","21"
"TOTAL",2014,6,12,"172","0","172"
"MIN. CELSO DE MELLO",2014,6,13,"20","0","20"
"MIN. MARCO AURÉLIO",2014,6,13,"14","3","17"
"MIN. GILMAR MENDES",2014,6,13,"15","0","15"
"MIN. RICARDO LEWANDOWSKI",2014,6,13,"15","2","17"
"MIN. CÁRMEN LÚCIA",2014,6,13,"16","2","18"
"MIN. DIAS TOFFOLI",2014,6,13,"12","2","14"
"MIN. LUIZ FUX",2014,6,13,"23","0","23"
"MIN. ROSA WEBER",2014,6,13,"10","0","10"
"MIN. TEORI ZAVASCKI",2014,6,13,"26","1","27"
"MIN. ROBERTO BARROSO",2014,6,13,"20","1","21"
"TOTAL",2014,6,13,"171","11","182"
"MIN. CELSO DE MELLO",2013,11,29,"25","0","25"
"MIN. MARCO AURÉLIO",2013,11,29,"18","0","18"
"MIN. GILMAR MENDES",2013,11,29,"21","1","22"
"MIN. RICARDO LEWANDOWSKI",2013,11,29,"29","1","30"
"MIN. CÁRMEN LÚCIA",2013,11,29,"17","1","18"
"MIN. DIAS TOFFOLI",2013,11,29,"18","0","18"
"MIN. LUIZ FUX",2013,11,29,"26","0","26"
"MIN. ROSA WEBER",2013,11,29,"18","0","18"
"MIN. TEORI ZAVASCKI",2013,11,29,"22","1","23"
"MIN. ROBERTO BARROSO",2013,11,29,"26","1","27"
"TOTAL",2013,11,29,"220","5","225"
"MIN. CELSO DE MELLO",2015,9,3,"49","0","49"
"MIN. MARCO AURÉLIO",2015,9,3,"29","0","29"
"MIN. GILMAR MENDES",2015,9,3,"35","0","35"
"MIN. CÁRMEN LÚCIA",2015,9,3,"24","0","24"
"MIN. DIAS TOFFOLI",2015,9,3,"29","0","29"
"MIN. LUIZ FUX",2015,9,3,"25","0","25"
"MIN. ROSA WEBER",2015,9,3,"28","0","28"
"MIN. TEORI ZAVASCKI",2015,9,3,"28","0","28"
"MIN. ROBERTO BARROSO",2015,9,3,"23","0","23"
"MIN. EDSON FACHIN",2015,9,3,"43","0","43"
"TOTAL",2015,9,3,"313","0","313"
"MIN. CELSO DE MELLO",2015,6,5,"26","0","26"
"MIN. MARCO AURÉLIO",2015,6,5,"25","0","25"
"MIN. GILMAR MENDES",2015,6,5,"26","0","26"
"MIN. CÁRMEN LÚCIA",2015,6,5,"0","0","0"
"MIN. DIAS TOFFOLI",2015,6,5,"22","0","22"
"MIN. LUIZ FUX",2015,6,5,"24","0","24"
"MIN. ROSA WEBER",2015,6,5,"47","0","47"
"MIN. TEORI ZAVASCKI",2015,6,5,"35","0","35"
"MIN. ROBERTO BARROSO",2015,6,5,"30","0","30"
"TOTAL",2015,6,5,"235","0","235"
"MIN. CELSO DE MELLO",2015,3,6,"31","0","31"
"MIN. MARCO AURÉLIO",2015,3,6,"41","1","42"
"MIN. GILMAR MENDES",2015,3,6,"27","0","27"
"MIN. CÁRMEN LÚCIA",2015,3,6,"30","0","30"
"MIN. DIAS TOFFOLI",2015,3,6,"26","1","27"
"MIN. LUIZ FUX",2015,3,6,"31","0","31"
"MIN. ROSA WEBER",2015,3,6,"37","0","37"
"MIN. TEORI ZAVASCKI",2015,3,6,"39","0","39"
"MIN. ROBERTO BARROSO",2015,3,6,"30","0","30"
"TOTAL",2015,3,6,"292","2","294"
"MIN. CELSO DE MELLO",2014,9,15,"37","0","37"
"MIN. MARCO AURÉLIO",2014,9,15,"33","0","33"
"MIN. GILMAR MENDES",2014,9,15,"30","1","31"
"MIN. CÁRMEN LÚCIA",2014,9,15,"30","0","30"
"MIN. DIAS TOFFOLI",2014,9,15,"26","0","26"
"MIN. LUIZ FUX",2014,9,15,"40","0","40"
"MIN. ROSA WEBER",2014,9,15,"39","0","39"
"MIN. TEORI ZAVASCKI",2014,9,15,"52","0","52"
"MIN. ROBERTO BARROSO",2014,9,15,"41","0","41"
"TOTAL",2014,9,15,"328","1","329"
"MIN. CELSO DE MELLO",2013,10,7,"15","0","15"
"MIN. MARCO AURÉLIO",2013,10,7,"18","1","19"
"MIN. GILMAR MENDES",2013,10,7,"16","0","16"
"MIN. RICARDO LEWANDOWSKI",2013,10,7,"17","0","17"
"MIN. CÁRMEN LÚCIA",2013,10,7,"18","0","18"
"MIN. DIAS TOFFOLI",2013,10,7,"20","0","20"
"MIN. LUIZ FUX",2013,10,7,"15","0","15"
"MIN. ROSA WEBER",2013,10,7,"21","1","22"
"MIN. TEORI ZAVASCKI",2013,10,7,"19","0","19"
"MIN. ROBERTO BARROSO",2013,10,7,"18","0","18"
"TOTAL",2013,10,7,"177","2","179"
"MIN. CELSO DE MELLO",2015,11,27,"21","0","21"
"MIN. MARCO AURÉLIO",2015,11,27,"18","0","18"
"MIN. GILMAR MENDES",2015,11,27,"22","0","22"
"MIN. CÁRMEN LÚCIA",2015,11,27,"26","0","26"
"MIN. DIAS TOFFOLI",2015,11,27,"19","1","20"
"MIN. LUIZ FUX",2015,11,27,"17","0","17"
"MIN. ROSA WEBER",2015,11,27,"18","0","18"
"MIN. TEORI ZAVASCKI",2015,11,27,"23","0","23"
"MIN. ROBERTO BARROSO",2015,11,27,"24","0","24"
"MIN. EDSON FACHIN",2015,11,27,"33","0","33"
"TOTAL",2015,11,27,"221","1","222"
"MIN. CELSO DE MELLO",2014,12,9,"35","0","35"
"MIN. MARCO AURÉLIO",2014,12,9,"45","0","45"
"MIN. GILMAR MENDES",2014,12,9,"40","0","40"
"MIN. CÁRMEN LÚCIA",2014,12,9,"40","1","41"
"MIN. DIAS TOFFOLI",2014,12,9,"32","1","33"
"MIN. LUIZ FUX",2014,12,9,"34","1","35"
"MIN. ROSA WEBER",2014,12,9,"20","0","20"
"MIN. TEORI ZAVASCKI",2014,12,9,"29","0","29"
"MIN. ROBERTO BARROSO",2014,12,9,"43","1","44"
"TOTAL",2014,12,9,"318","4","322"
"MIN. CELSO DE MELLO",2014,9,16,"42","0","42"
"MIN. MARCO AURÉLIO",2014,9,16,"43","0","43"
"MIN. GILMAR MENDES",2014,9,16,"25","0","25"
"MIN. CÁRMEN LÚCIA",2014,9,16,"25","0","25"
"MIN. DIAS TOFFOLI",2014,9,16,"28","0","28"
"MIN. LUIZ FUX",2014,9,16,"33","0","33"
"MIN. ROSA WEBER",2014,9,16,"42","0","42"
"MIN. TEORI ZAVASCKI",2014,9,16,"38","0","38"
"MIN. ROBERTO BARROSO",2014,9,16,"33","0","33"
"TOTAL",2014,9,16,"309","0","309"
"MIN. CELSO DE MELLO",2013,10,8,"21","1","22"
"MIN. MARCO AURÉLIO",2013,10,8,"18","0","18"
"MIN. GILMAR MENDES",2013,10,8,"16","2","18"
"MIN. RICARDO LEWANDOWSKI",2013,10,8,"13","2","15"
"MIN. CÁRMEN LÚCIA",2013,10,8,"18","0","18"
"MIN. DIAS TOFFOLI",2013,10,8,"21","0","21"
"MIN. LUIZ FUX",2013,10,8,"19","0","19"
"MIN. ROSA WEBER",2013,10,8,"25","0","25"
"MIN. TEORI ZAVASCKI",2013,10,8,"33","0","33"
"MIN. ROBERTO BARROSO",2013,10,8,"23","1","24"
"TOTAL",2013,10,8,"207","6","213"
"MIN. CELSO DE MELLO",2013,10,9,"25","1","26"
"MIN. MARCO AURÉLIO",2013,10,9,"19","0","19"
"MIN. GILMAR MENDES",2013,10,9,"19","1","20"
"MIN. RICARDO LEWANDOWSKI",2013,10,9,"2","0","2"
"MIN. CÁRMEN LÚCIA",2013,10,9,"27","0","27"
"MIN. DIAS TOFFOLI",2013,10,9,"25","0","25"
"MIN. LUIZ FUX",2013,10,9,"26","0","26"
"MIN. ROSA WEBER",2013,10,9,"35","0","35"
"MIN. TEORI ZAVASCKI",2013,10,9,"25","0","25"
"MIN. ROBERTO BARROSO",2013,10,9,"34","0","34"
"TOTAL",2013,10,9,"237","2","239"
"MIN. CELSO DE MELLO",2014,3,24,"14","0","14"
"MIN. MARCO AURÉLIO",2014,3,24,"27","0","27"
"MIN. GILMAR MENDES",2014,3,24,"15","0","15"
"MIN. RICARDO LEWANDOWSKI",2014,3,24,"32","0","32"
"MIN. CÁRMEN LÚCIA",2014,3,24,"22","0","22"
"MIN. DIAS TOFFOLI",2014,3,24,"17","0","17"
"MIN. LUIZ FUX",2014,3,24,"25","0","25"
"MIN. ROSA WEBER",2014,3,24,"15","0","15"
"MIN. TEORI ZAVASCKI",2014,3,24,"26","0","26"
"MIN. ROBERTO BARROSO",2014,3,24,"26","0","26"
"TOTAL",2014,3,24,"219","0","219"
"MIN. CELSO DE MELLO",2014,3,25,"20","0","20"
"MIN. MARCO AURÉLIO",2014,3,25,"26","0","26"
"MIN. GILMAR MENDES",2014,3,25,"10","2","12"
"MIN. RICARDO LEWANDOWSKI",2014,3,25,"18","0","18"
"MIN. CÁRMEN LÚCIA",2014,3,25,"17","1","18"
"MIN. DIAS TOFFOLI",2014,3,25,"15","0","15"
"MIN. LUIZ FUX",2014,3,25,"19","0","19"
"MIN. ROSA WEBER",2014,3,25,"20","0","20"
"MIN. TEORI ZAVASCKI",2014,3,25,"23","0","23"
"MIN. ROBERTO BARROSO",2014,3,25,"19","0","19"
"TOTAL",2014,3,25,"187","3","190"
"MIN. CELSO DE MELLO",2015,11,30,"37","0","37"
"MIN. MARCO AURÉLIO",2015,11,30,"32","0","32"
"MIN. GILMAR MENDES",2015,11,30,"18","0","18"
"MIN. CÁRMEN LÚCIA",2015,11,30,"25","0","25"
"MIN. DIAS TOFFOLI",2015,11,30,"26","0","26"
"MIN. LUIZ FUX",2015,11,30,"30","0","30"
"MIN. ROSA WEBER",2015,11,30,"25","0","25"
"MIN. TEORI ZAVASCKI",2015,11,30,"19","0","19"
"MIN. ROBERTO BARROSO",2015,11,30,"28","0","28"
"MIN. EDSON FACHIN",2015,11,30,"37","0","37"
"TOTAL",2015,11,30,"277","0","277"
"MIN. CELSO DE MELLO",2015,12,1,"22","0","22"
"MIN. MARCO AURÉLIO",2015,12,1,"36","0","36"
"MIN. GILMAR MENDES",2015,12,1,"43","0","43"
"MIN. CÁRMEN LÚCIA",2015,12,1,"36","0","36"
"MIN. DIAS TOFFOLI",2015,12,1,"35","1","36"
"MIN. LUIZ FUX",2015,12,1,"29","0","29"
"MIN. ROSA WEBER",2015,12,1,"15","0","15"
"MIN. TEORI ZAVASCKI",2015,12,1,"32","0","32"
"MIN. ROBERTO BARROSO",2015,12,1,"33","0","33"
"MIN. EDSON FACHIN",2015,12,1,"42","0","42"
"TOTAL",2015,12,1,"323","1","324"
"MIN. CELSO DE MELLO",2014,12,10,"35","1","36"
"MIN. MARCO AURÉLIO",2014,12,10,"48","0","48"
"MIN. GILMAR MENDES",2014,12,10,"37","1","38"
"MIN. CÁRMEN LÚCIA",2014,12,10,"38","0","38"
"MIN. DIAS TOFFOLI",2014,12,10,"29","1","30"
"MIN. LUIZ FUX",2014,12,10,"32","0","32"
"MIN. ROSA WEBER",2014,12,10,"38","1","39"
"MIN. TEORI ZAVASCKI",2014,12,10,"30","0","30"
"MIN. ROBERTO BARROSO",2014,12,10,"49","0","49"
"TOTAL",2014,12,10,"336","4","340"
"MIN. CELSO DE MELLO",2013,12,2,"22","0","22"
"MIN. MARCO AURÉLIO",2013,12,2,"32","0","32"
"MIN. GILMAR MENDES",2013,12,2,"20","0","20"
"MIN. RICARDO LEWANDOWSKI",2013,12,2,"26","0","26"
"MIN. CÁRMEN LÚCIA",2013,12,2,"16","0","16"
"MIN. DIAS TOFFOLI",2013,12,2,"26","0","26"
"MIN. LUIZ FUX",2013,12,2,"28","0","28"
"MIN. ROSA WEBER",2013,12,2,"23","1","24"
"MIN. TEORI ZAVASCKI",2013,12,2,"21","0","21"
"MIN. ROBERTO BARROSO",2013,12,2,"23","1","24"
"TOTAL",2013,12,2,"237","2","239"
"MIN. CELSO DE MELLO",2015,6,8,"37","0","37"
"MIN. MARCO AURÉLIO",2015,6,8,"41","0","41"
"MIN. GILMAR MENDES",2015,6,8,"39","1","40"
"MIN. CÁRMEN LÚCIA",2015,6,8,"0","0","0"
"MIN. DIAS TOFFOLI",2015,6,8,"42","0","42"
"MIN. LUIZ FUX",2015,6,8,"36","0","36"
"MIN. ROSA WEBER",2015,6,8,"33","1","34"
"MIN. TEORI ZAVASCKI",2015,6,8,"32","0","32"
"MIN. ROBERTO BARROSO",2015,6,8,"40","0","40"
"TOTAL",2015,6,8,"300","2","302"
"MIN. CELSO DE MELLO",2015,6,9,"39","1","40"
"MIN. MARCO AURÉLIO",2015,6,9,"33","0","33"
"MIN. GILMAR MENDES",2015,6,9,"34","0","34"
"MIN. CÁRMEN LÚCIA",2015,6,9,"1","0","1"
"MIN. DIAS TOFFOLI",2015,6,9,"29","0","29"
"MIN. LUIZ FUX",2015,6,9,"30","0","30"
"MIN. ROSA WEBER",2015,6,9,"32","0","32"
"MIN. TEORI ZAVASCKI",2015,6,9,"34","0","34"
"MIN. ROBERTO BARROSO",2015,6,9,"55","0","55"
"TOTAL",2015,6,9,"287","1","288"
"MIN. CELSO DE MELLO",2014,9,17,"12","0","12"
"MIN. MARCO AURÉLIO",2014,9,17,"13","0","13"
"MIN. GILMAR MENDES",2014,9,17,"9","0","9"
"MIN. CÁRMEN LÚCIA",2014,9,17,"16","0","16"
"MIN. DIAS TOFFOLI",2014,9,17,"15","0","15"
"MIN. LUIZ FUX",2014,9,17,"11","0","11"
"MIN. ROSA WEBER",2014,9,17,"21","0","21"
"MIN. TEORI ZAVASCKI",2014,9,17,"13","0","13"
"MIN. ROBERTO BARROSO",2014,9,17,"15","1","16"
"TOTAL",2014,9,17,"125","1","126"
"MIN. CELSO DE MELLO",2014,3,26,"31","0","31"
"MIN. MARCO AURÉLIO",2014,3,26,"15","0","15"
"MIN. GILMAR MENDES",2014,3,26,"17","0","17"
"MIN. RICARDO LEWANDOWSKI",2014,3,26,"16","0","16"
"MIN. CÁRMEN LÚCIA",2014,3,26,"24","4","28"
"MIN. DIAS TOFFOLI",2014,3,26,"24","1","25"
"MIN. LUIZ FUX",2014,3,26,"12","0","12"
"MIN. ROSA WEBER",2014,3,26,"18","1","19"
"MIN. TEORI ZAVASCKI",2014,3,26,"16","0","16"
"MIN. ROBERTO BARROSO",2014,3,26,"37","0","37"
"TOTAL",2014,3,26,"210","6","216"
"MIN. CELSO DE MELLO",2015,12,2,"46","0","46"
"MIN. MARCO AURÉLIO",2015,12,2,"40","0","40"
"MIN. GILMAR MENDES",2015,12,2,"34","0","34"
"MIN. CÁRMEN LÚCIA",2015,12,2,"36","0","36"
"MIN. DIAS TOFFOLI",2015,12,2,"28","1","29"
"MIN. LUIZ FUX",2015,12,2,"34","0","34"
"MIN. ROSA WEBER",2015,12,2,"38","0","38"
"MIN. TEORI ZAVASCKI",2015,12,2,"43","0","43"
"MIN. ROBERTO BARROSO",2015,12,2,"40","1","41"
"MIN. EDSON FACHIN",2015,12,2,"34","0","34"
"TOTAL",2015,12,2,"373","2","375"
"MIN. CELSO DE MELLO",2015,12,3,"35","3","38"
"MIN. MARCO AURÉLIO",2015,12,3,"27","0","27"
"MIN. GILMAR MENDES",2015,12,3,"25","0","25"
"MIN. CÁRMEN LÚCIA",2015,12,3,"35","0","35"
"MIN. DIAS TOFFOLI",2015,12,3,"42","0","42"
"MIN. LUIZ FUX",2015,12,3,"26","1","27"
"MIN. ROSA WEBER",2015,12,3,"40","0","40"
"MIN. TEORI ZAVASCKI",2015,12,3,"26","0","26"
"MIN. ROBERTO BARROSO",2015,12,3,"29","2","31"
"MIN. EDSON FACHIN",2015,12,3,"47","1","48"
"TOTAL",2015,12,3,"332","7","339"
"MIN. CELSO DE MELLO",2014,12,11,"11","0","11"
"MIN. MARCO AURÉLIO",2014,12,11,"15","1","16"
"MIN. GILMAR MENDES",2014,12,11,"16","1","17"
"MIN. CÁRMEN LÚCIA",2014,12,11,"21","0","21"
"MIN. DIAS TOFFOLI",2014,12,11,"18","3","21"
"MIN. LUIZ FUX",2014,12,11,"27","2","29"
"MIN. ROSA WEBER",2014,12,11,"19","2","21"
"MIN. TEORI ZAVASCKI",2014,12,11,"15","2","17"
"MIN. ROBERTO BARROSO",2014,12,11,"17","0","17"
"TOTAL",2014,12,11,"159","12","171"
"MIN. CELSO DE MELLO",2014,6,16,"14","1","15"
"MIN. MARCO AURÉLIO",2014,6,16,"28","0","28"
"MIN. GILMAR MENDES",2014,6,16,"18","1","19"
"MIN. RICARDO LEWANDOWSKI",2014,6,16,"14","0","14"
"MIN. CÁRMEN LÚCIA",2014,6,16,"18","1","19"
"MIN. DIAS TOFFOLI",2014,6,16,"13","0","13"
"MIN. LUIZ FUX",2014,6,16,"24","0","24"
"MIN. ROSA WEBER",2014,6,16,"21","0","21"
"MIN. TEORI ZAVASCKI",2014,6,16,"16","0","16"
"MIN. ROBERTO BARROSO",2014,6,16,"25","0","25"
"TOTAL",2014,6,16,"191","3","194"
"MIN. CELSO DE MELLO",2014,6,17,"11","0","11"
"MIN. MARCO AURÉLIO",2014,6,17,"22","0","22"
"MIN. GILMAR MENDES",2014,6,17,"23","1","24"
"MIN. RICARDO LEWANDOWSKI",2014,6,17,"23","0","23"
"MIN. CÁRMEN LÚCIA",2014,6,17,"26","0","26"
"MIN. DIAS TOFFOLI",2014,6,17,"12","0","12"
"MIN. LUIZ FUX",2014,6,17,"14","0","14"
"MIN. ROSA WEBER",2014,6,17,"14","0","14"
"MIN. TEORI ZAVASCKI",2014,6,17,"24","0","24"
"MIN. ROBERTO BARROSO",2014,6,17,"20","27","47"
"TOTAL",2014,6,17,"189","28","217"
"MIN. CELSO DE MELLO",2013,12,3,"0","0","0"
"MIN. MARCO AURÉLIO",2013,12,3,"0","0","0"
"MIN. GILMAR MENDES",2013,12,3,"0","0","0"
"MIN. RICARDO LEWANDOWSKI",2013,12,3,"0","0","0"
"MIN. CÁRMEN LÚCIA",2013,12,3,"0","0","0"
"MIN. DIAS TOFFOLI",2013,12,3,"0","0","0"
"MIN. LUIZ FUX",2013,12,3,"0","0","0"
"MIN. ROSA WEBER",2013,12,3,"0","0","0"
"MIN. TEORI ZAVASCKI",2013,12,3,"0","0","0"
"MIN. ROBERTO BARROSO",2013,12,3,"0","0","0"
"TOTAL",2013,12,3,"3","0","3"
"MIN. CELSO DE MELLO",2015,6,10,"27","0","27"
"MIN. MARCO AURÉLIO",2015,6,10,"26","0","26"
"MIN. GILMAR MENDES",2015,6,10,"29","0","29"
"MIN. CÁRMEN LÚCIA",2015,6,10,"27","0","27"
"MIN. DIAS TOFFOLI",2015,6,10,"30","0","30"
"MIN. LUIZ FUX",2015,6,10,"33","0","33"
"MIN. ROSA WEBER",2015,6,10,"28","0","28"
"MIN. TEORI ZAVASCKI",2015,6,10,"30","0","30"
"MIN. ROBERTO BARROSO",2015,6,10,"38","0","38"
"TOTAL",2015,6,10,"268","0","268"
"MIN. CELSO DE MELLO",2015,6,11,"28","0","28"
"MIN. MARCO AURÉLIO",2015,6,11,"36","0","36"
"MIN. GILMAR MENDES",2015,6,11,"27","0","27"
"MIN. CÁRMEN LÚCIA",2015,6,11,"21","0","21"
"MIN. DIAS TOFFOLI",2015,6,11,"22","0","22"
"MIN. LUIZ FUX",2015,6,11,"15","0","15"
"MIN. ROSA WEBER",2015,6,11,"39","0","39"
"MIN. TEORI ZAVASCKI",2015,6,11,"25","0","25"
"MIN. ROBERTO BARROSO",2015,6,11,"30","0","30"
"TOTAL",2015,6,11,"243","0","243"
"MIN. CELSO DE MELLO",2014,9,18,"38","1","39"
"MIN. MARCO AURÉLIO",2014,9,18,"33","0","33"
"MIN. GILMAR MENDES",2014,9,18,"20","0","20"
"MIN. CÁRMEN LÚCIA",2014,9,18,"36","0","36"
"MIN. DIAS TOFFOLI",2014,9,18,"32","0","32"
"MIN. LUIZ FUX",2014,9,18,"22","0","22"
"MIN. ROSA WEBER",2014,9,18,"32","1","33"
"MIN. TEORI ZAVASCKI",2014,9,18,"41","1","42"
"MIN. ROBERTO BARROSO",2014,9,18,"32","2","34"
"TOTAL",2014,9,18,"286","5","291"
"MIN. CELSO DE MELLO",2014,9,19,"21","0","21"
"MIN. MARCO AURÉLIO",2014,9,19,"22","1","23"
"MIN. GILMAR MENDES",2014,9,19,"15","0","15"
"MIN. CÁRMEN LÚCIA",2014,9,19,"18","0","18"
"MIN. DIAS TOFFOLI",2014,9,19,"30","0","30"
"MIN. LUIZ FUX",2014,9,19,"20","0","20"
"MIN. ROSA WEBER",2014,9,19,"19","0","19"
"MIN. TEORI ZAVASCKI",2014,9,19,"30","0","30"
"MIN. ROBERTO BARROSO",2014,9,19,"33","1","34"
"TOTAL",2014,9,19,"208","2","210"
"MIN. CELSO DE MELLO",2013,10,10,"31","2","33"
"MIN. MARCO AURÉLIO",2013,10,10,"16","0","16"
"MIN. GILMAR MENDES",2013,10,10,"23","0","23"
"MIN. RICARDO LEWANDOWSKI",2013,10,10,"1","0","1"
"MIN. CÁRMEN LÚCIA",2013,10,10,"12","0","12"
"MIN. DIAS TOFFOLI",2013,10,10,"25","0","25"
"MIN. LUIZ FUX",2013,10,10,"20","0","20"
"MIN. ROSA WEBER",2013,10,10,"24","0","24"
"MIN. TEORI ZAVASCKI",2013,10,10,"21","0","21"
"MIN. ROBERTO BARROSO",2013,10,10,"37","0","37"
"TOTAL",2013,10,10,"210","2","212"
"MIN. CELSO DE MELLO",2013,10,11,"26","0","26"
"MIN. MARCO AURÉLIO",2013,10,11,"27","0","27"
"MIN. GILMAR MENDES",2013,10,11,"22","1","23"
"MIN. RICARDO LEWANDOWSKI",2013,10,11,"1","0","1"
"MIN. CÁRMEN LÚCIA",2013,10,11,"18","0","18"
"MIN. DIAS TOFFOLI",2013,10,11,"27","0","27"
"MIN. LUIZ FUX",2013,10,11,"30","1","31"
"MIN. ROSA WEBER",2013,10,11,"34","0","34"
"MIN. TEORI ZAVASCKI",2013,10,11,"19","0","19"
"MIN. ROBERTO BARROSO",2013,10,11,"29","0","29"
"TOTAL",2013,10,11,"233","2","235"
"MIN. CELSO DE MELLO",2015,12,4,"10","1","11"
"MIN. MARCO AURÉLIO",2015,12,4,"7","0","7"
